"x","y","elevation","forest","chaparral","habitat","seeds"
249636.7,3768324.4,868,0.37,0.18,"Oak","Low"
249936.7,3768324.4,532,0.52,0.15,"Oak","Med"
250236.7,3768324.4,711,0.75,0.02,"Oak","High"
250536.7,3768324.4,552,0.66,0.01,"Oak","Med"
250836.7,3768324.4,525,0.53,0.11,"Pine","Med"
251136.7,3768324.4,334,0.67,0.07,"Oak","Low"
251436.7,3768324.4,193,0.35,0.1,"Oak","Low"
259536.7,3768324.4,108,0.01,0,"Pine","Med"
259836.7,3768324.4,525,0,0.05,"Oak","Low"
260136.7,3768324.4,636,0,0.03,"Bare","Med"
260436.7,3768324.4,995,0,0.07,"Pine","Low"
260736.7,3768324.4,1247,0.02,0.17,"Oak","Med"
261036.7,3768324.4,1360,0.08,0.2,"Oak","Med"
261336.7,3768324.4,1434,0.06,0.19,"Oak","Low"
261636.7,3768324.4,1276,0.02,0.36,"Oak","High"
261936.7,3768324.4,1125,0.02,0.37,"Oak","Low"
262236.7,3768324.4,1203,0.03,0.19,"Pine","High"
262536.7,3768324.4,987,0.03,0.2,"Oak","Low"
262836.7,3768324.4,923,0.03,0.21,"Oak","Low"
263136.7,3768324.4,717,0.11,0.32,"Oak","Med"
263436.7,3768324.4,793,0.14,0.19,"Pine","Med"
263736.7,3768324.4,678,0.05,0.09,"Bare","Low"
264036.7,3768324.4,650,0,0.12,"Pine","Med"
264336.7,3768324.4,284,0,0.25,"Oak","High"
264636.7,3768324.4,342,0,0.19,"Oak","Low"
264936.7,3768324.4,360,0,0.05,"Oak","Med"
265236.7,3768324.4,293,0,0,"Oak","Med"
265536.7,3768324.4,243,0,0,"Oak","Med"
265836.7,3768324.4,243,0,0.03,"Pine","Low"
266136.7,3768324.4,180,0,0.03,"Oak","Low"
266436.7,3768324.4,136,0,0,"Oak","Low"
266736.7,3768324.4,157,0,0,"Oak","Med"
234336.7,3768024.4,133,0,0.05,"Oak","High"
234636.7,3768024.4,182,0,0.29,"Pine","Med"
234936.7,3768024.4,296,0,0.38,"Pine","Low"
235236.7,3768024.4,324,0,0.43,"Pine","Med"
235536.7,3768024.4,267,0.01,0.46,"Oak","Med"
235836.7,3768024.4,174,0,0.42,"Oak","Med"
236136.7,3768024.4,220,0,0.22,"Oak","Low"
236436.7,3768024.4,248,0,0.22,"Bare","High"
236736.7,3768024.4,265,0,0.34,"Oak","Med"
237036.7,3768024.4,278,0,0.37,"Oak","Med"
237336.7,3768024.4,327,0,0.33,"Pine","Med"
237636.7,3768024.4,335,0,0.4,"Oak","High"
237936.7,3768024.4,374,0.06,0.47,"Oak","Low"
238236.7,3768024.4,375,0.11,0.48,"Oak","High"
238536.7,3768024.4,406,0.08,0.51,"Oak","Med"
238836.7,3768024.4,526,0.02,0.38,"Bare","Low"
239136.7,3768024.4,636,0,0.3,"Oak","Med"
239436.7,3768024.4,718,0,0.23,"Oak","Med"
239736.7,3768024.4,758,0.01,0.12,"Oak","Med"
240036.7,3768024.4,1053,0.02,0.21,"Bare","Low"
240336.7,3768024.4,935,0,0.27,"Pine","Med"
240636.7,3768024.4,1194,0,0.1,"Oak","Med"
240936.7,3768024.4,1368,0,0.05,"Bare","High"
241236.7,3768024.4,1373,0,0.14,"Pine","Low"
241536.7,3768024.4,1246,0.05,0.2,"Oak","Low"
241836.7,3768024.4,1306,0.04,0.07,"Oak","Med"
242136.7,3768024.4,1262,0,0,"Oak","Med"
242436.7,3768024.4,1259,0,0.02,"Oak","Low"
242736.7,3768024.4,1212,0,0.06,"Pine","Med"
243036.7,3768024.4,1400,0,0.11,"Oak","Low"
243336.7,3768024.4,1443,0.02,0.08,"Pine","Low"
243636.7,3768024.4,1497,0.01,0.02,"Oak","Med"
243936.7,3768024.4,1242,0,0.16,"Pine","Med"
244236.7,3768024.4,1220,0,0.28,"Bare","Med"
244536.7,3768024.4,1443,0,0.37,"Pine","Low"
244836.7,3768024.4,1217,0,0.58,"Pine","Med"
245136.7,3768024.4,1234,0,0.55,"Oak","Med"
245436.7,3768024.4,1404,0,0.46,"Pine","Med"
245736.7,3768024.4,1501,0,0.28,"Oak","Low"
246036.7,3768024.4,1692,0,0.16,"Oak","Med"
246336.7,3768024.4,1465,0,0.23,"Oak","Low"
246636.7,3768024.4,1583,0,0.15,"Oak","Low"
246936.7,3768024.4,1754,0,0.1,"Oak","Med"
247236.7,3768024.4,1778,0,0.02,"Oak","Low"
247536.7,3768024.4,1593,0,0.07,"Oak","High"
247836.7,3768024.4,1672,0.01,0.15,"Oak","Med"
248136.7,3768024.4,1200,0.03,0.27,"Oak","Low"
248436.7,3768024.4,1349,0.03,0.26,"Pine","Low"
248736.7,3768024.4,1185,0.02,0.39,"Oak","Med"
249036.7,3768024.4,1186,0.06,0.45,"Pine","Low"
249336.7,3768024.4,883,0.05,0.3,"Oak","Low"
249636.7,3768024.4,968,0.27,0.27,"Oak","Low"
249936.7,3768024.4,790,0.55,0.23,"Oak","Med"
250236.7,3768024.4,900,0.69,0.1,"Oak","Low"
250536.7,3768024.4,867,0.75,0.08,"Oak","Low"
250836.7,3768024.4,672,0.63,0.12,"Pine","Med"
251136.7,3768024.4,504,0.67,0.05,"Oak","Med"
251436.7,3768024.4,208,0.53,0.22,"Bare","Med"
251736.7,3768024.4,21,0.17,0.23,"Oak","Med"
259236.7,3768024.4,4,0,0,"Pine","Low"
259536.7,3768024.4,407,0,0,"Pine","Med"
259836.7,3768024.4,210,0,0,"Oak","Low"
260136.7,3768024.4,696,0,0,"Oak","Med"
260436.7,3768024.4,541,0.01,0.07,"Oak","Med"
260736.7,3768024.4,767,0.04,0.07,"Bare","Med"
261036.7,3768024.4,1047,0.04,0.06,"Oak","Med"
261336.7,3768024.4,1419,0.03,0.19,"Oak","Low"
261636.7,3768024.4,1364,0.07,0.41,"Oak","High"
261936.7,3768024.4,1217,0.05,0.54,"Bare","High"
262236.7,3768024.4,1063,0.01,0.35,"Oak","Med"
262536.7,3768024.4,867,0.01,0.29,"Oak","Low"
262836.7,3768024.4,688,0.01,0.41,"Pine","Med"
263136.7,3768024.4,834,0.05,0.53,"Oak","Low"
263436.7,3768024.4,562,0.05,0.54,"Oak","Low"
263736.7,3768024.4,614,0.03,0.47,"Oak","High"
264036.7,3768024.4,450,0.01,0.28,"Bare","Med"
264336.7,3768024.4,373,0,0.29,"Pine","High"
264636.7,3768024.4,182,0,0.2,"Oak","High"
264936.7,3768024.4,262,0,0,"Oak","Med"
265236.7,3768024.4,240,0,0.01,"Pine","High"
265536.7,3768024.4,289,0,0.09,"Pine","Med"
265836.7,3768024.4,253,0,0.05,"Oak","Low"
266136.7,3768024.4,224,0,0.01,"Oak","Med"
266436.7,3768024.4,203,0,0,"Pine","Low"
234036.7,3767724.4,22,0,0,"Oak","Low"
234336.7,3767724.4,256,0,0.06,"Pine","Med"
234636.7,3767724.4,246,0,0.3,"Oak","Med"
234936.7,3767724.4,201,0,0.26,"Oak","Med"
235236.7,3767724.4,380,0,0.25,"Pine","Med"
235536.7,3767724.4,285,0,0.43,"Oak","Med"
235836.7,3767724.4,352,0,0.51,"Pine","Med"
236136.7,3767724.4,247,0,0.55,"Pine","High"
236436.7,3767724.4,236,0,0.54,"Oak","Med"
236736.7,3767724.4,386,0,0.46,"Pine","Med"
237036.7,3767724.4,513,0,0.56,"Oak","Med"
237336.7,3767724.4,502,0,0.67,"Oak","Med"
237636.7,3767724.4,647,0,0.68,"Oak","High"
237936.7,3767724.4,674,0.17,0.55,"Oak","Med"
238236.7,3767724.4,735,0.28,0.49,"Oak","Med"
238536.7,3767724.4,799,0.16,0.73,"Pine","Med"
238836.7,3767724.4,690,0.09,0.79,"Oak","Med"
239136.7,3767724.4,633,0.19,0.61,"Pine","Med"
239436.7,3767724.4,483,0.26,0.37,"Oak","Med"
239736.7,3767724.4,565,0.16,0.32,"Pine","Low"
240036.7,3767724.4,787,0.11,0.4,"Oak","Low"
240336.7,3767724.4,814,0.11,0.47,"Oak","Low"
240636.7,3767724.4,928,0.12,0.29,"Pine","High"
240936.7,3767724.4,1000,0.09,0.19,"Oak","Med"
241236.7,3767724.4,1319,0,0.18,"Oak","Low"
241536.7,3767724.4,1333,0,0.17,"Pine","Med"
241836.7,3767724.4,1121,0,0.12,"Oak","Low"
242136.7,3767724.4,1111,0,0.11,"Pine","Low"
242436.7,3767724.4,1204,0,0.06,"Oak","Low"
242736.7,3767724.4,1083,0,0.05,"Oak","Med"
243036.7,3767724.4,1287,0,0.12,"Oak","Low"
243336.7,3767724.4,1552,0,0.13,"Oak","High"
243636.7,3767724.4,1441,0,0.06,"Bare","High"
243936.7,3767724.4,1327,0,0.19,"Oak","Med"
244236.7,3767724.4,1140,0,0.5,"Oak","Low"
244536.7,3767724.4,1000,0,0.49,"Oak","Med"
244836.7,3767724.4,1114,0,0.4,"Oak","Med"
245136.7,3767724.4,1071,0,0.48,"Oak","Med"
245436.7,3767724.4,1255,0,0.43,"Bare","High"
245736.7,3767724.4,1495,0,0.36,"Oak","Med"
246036.7,3767724.4,1431,0,0.31,"Pine","Med"
246336.7,3767724.4,1303,0,0.28,"Bare","Med"
246636.7,3767724.4,1434,0,0.14,"Oak","Med"
246936.7,3767724.4,1537,0,0.14,"Oak","Med"
247236.7,3767724.4,1612,0,0.15,"Pine","Low"
247536.7,3767724.4,1739,0,0.17,"Pine","Low"
247836.7,3767724.4,1483,0.03,0.29,"Bare","High"
248136.7,3767724.4,1535,0.03,0.35,"Pine","Med"
248436.7,3767724.4,1537,0,0.13,"Pine","Med"
248736.7,3767724.4,1604,0,0.18,"Pine","Med"
249036.7,3767724.4,1100,0.02,0.36,"Oak","Med"
249336.7,3767724.4,1161,0.09,0.28,"Oak","Med"
249636.7,3767724.4,1319,0.31,0.11,"Oak","Med"
249936.7,3767724.4,1297,0.51,0.11,"Pine","Med"
250236.7,3767724.4,1055,0.51,0.25,"Oak","Low"
250536.7,3767724.4,950,0.56,0.25,"Oak","Med"
250836.7,3767724.4,760,0.61,0.12,"Bare","Med"
251136.7,3767724.4,571,0.7,0.05,"Oak","Low"
251436.7,3767724.4,488,0.63,0.07,"Pine","High"
251736.7,3767724.4,147,0.36,0.18,"Bare","Med"
258936.7,3767724.4,3,0.01,0.01,"Oak","Med"
259236.7,3767724.4,528,0,0.12,"Oak","Med"
259536.7,3767724.4,403,0,0.25,"Oak","Low"
259836.7,3767724.4,626,0.04,0.13,"Pine","Med"
260136.7,3767724.4,374,0.1,0.04,"Pine","Med"
260436.7,3767724.4,601,0.04,0.05,"Oak","High"
260736.7,3767724.4,894,0.01,0.05,"Pine","Med"
261036.7,3767724.4,1075,0.02,0.01,"Oak","Low"
261336.7,3767724.4,1410,0.03,0.09,"Pine","High"
261636.7,3767724.4,1596,0.07,0.24,"Oak","Med"
261936.7,3767724.4,1281,0.06,0.3,"Oak","Med"
262236.7,3767724.4,1052,0.04,0.17,"Bare","Low"
262536.7,3767724.4,850,0.02,0.22,"Pine","Med"
262836.7,3767724.4,683,0,0.41,"Pine","Low"
263136.7,3767724.4,628,0.01,0.45,"Pine","Low"
263436.7,3767724.4,423,0.06,0.47,"Oak","High"
263736.7,3767724.4,420,0.11,0.45,"Pine","Low"
264036.7,3767724.4,395,0.07,0.34,"Oak","Low"
264336.7,3767724.4,351,0.02,0.21,"Oak","Low"
264636.7,3767724.4,135,0,0.11,"Bare","Med"
264936.7,3767724.4,214,0.01,0,"Oak","Med"
265236.7,3767724.4,234,0.03,0.04,"Pine","High"
265536.7,3767724.4,122,0,0.11,"Oak","Med"
234036.7,3767424.4,151,0,0,"Pine","Med"
234336.7,3767424.4,179,0,0,"Oak","Low"
234636.7,3767424.4,242,0,0.06,"Oak","High"
234936.7,3767424.4,276,0,0.11,"Pine","Med"
235236.7,3767424.4,335,0,0.14,"Oak","High"
235536.7,3767424.4,306,0,0.19,"Pine","Med"
235836.7,3767424.4,407,0,0.21,"Oak","High"
236136.7,3767424.4,537,0,0.52,"Oak","High"
236436.7,3767424.4,451,0,0.72,"Pine","Low"
236736.7,3767424.4,415,0,0.5,"Oak","Low"
237036.7,3767424.4,308,0.02,0.49,"Pine","Med"
237336.7,3767424.4,427,0,0.52,"Bare","Med"
237636.7,3767424.4,518,0,0.48,"Bare","Med"
237936.7,3767424.4,641,0.08,0.37,"Oak","Med"
238236.7,3767424.4,838,0.14,0.45,"Oak","Med"
238536.7,3767424.4,809,0.22,0.66,"Oak","Med"
238836.7,3767424.4,935,0.2,0.68,"Oak","Low"
239136.7,3767424.4,952,0.27,0.62,"Oak","Med"
239436.7,3767424.4,979,0.48,0.46,"Oak","Med"
239736.7,3767424.4,869,0.52,0.38,"Oak","Low"
240036.7,3767424.4,685,0.48,0.37,"Oak","Med"
240336.7,3767424.4,702,0.49,0.35,"Oak","Med"
240636.7,3767424.4,811,0.48,0.41,"Pine","Low"
240936.7,3767424.4,921,0.5,0.3,"Pine","Low"
241236.7,3767424.4,1018,0.49,0.15,"Oak","Med"
241536.7,3767424.4,1290,0.39,0.12,"Pine","Med"
241836.7,3767424.4,1243,0.24,0.2,"Oak","Med"
242136.7,3767424.4,1175,0.05,0.35,"Pine","Med"
242436.7,3767424.4,1047,0.04,0.35,"Oak","Med"
242736.7,3767424.4,1061,0.07,0.19,"Oak","Med"
243036.7,3767424.4,1107,0.01,0.14,"Oak","Med"
243336.7,3767424.4,1270,0,0.17,"Oak","High"
243636.7,3767424.4,1119,0,0.18,"Bare","Med"
243936.7,3767424.4,1074,0,0.1,"Oak","Low"
244236.7,3767424.4,1363,0,0.24,"Oak","Med"
244536.7,3767424.4,1073,0,0.45,"Oak","High"
244836.7,3767424.4,840,0,0.42,"Bare","Low"
245136.7,3767424.4,1025,0,0.26,"Oak","Med"
245436.7,3767424.4,1247,0,0.18,"Pine","High"
245736.7,3767424.4,1293,0,0.24,"Oak","Med"
246036.7,3767424.4,1389,0,0.25,"Bare","Low"
246336.7,3767424.4,1279,0,0.23,"Pine","Med"
246636.7,3767424.4,1179,0,0.21,"Oak","Low"
246936.7,3767424.4,1626,0,0.23,"Bare","Low"
247236.7,3767424.4,1332,0,0.36,"Pine","Low"
247536.7,3767424.4,1398,0,0.35,"Bare","Med"
247836.7,3767424.4,1583,0.01,0.34,"Oak","Med"
248136.7,3767424.4,1801,0.02,0.33,"Oak","Low"
248436.7,3767424.4,1833,0,0.12,"Oak","Med"
248736.7,3767424.4,1438,0,0.11,"Pine","Med"
249036.7,3767424.4,1359,0,0.3,"Oak","High"
249336.7,3767424.4,1508,0.04,0.32,"Oak","Med"
249636.7,3767424.4,1610,0.07,0.19,"Oak","Med"
249936.7,3767424.4,1239,0.1,0.18,"Oak","High"
250236.7,3767424.4,1370,0.23,0.22,"Oak","Low"
250536.7,3767424.4,1208,0.26,0.33,"Pine","Low"
250836.7,3767424.4,1055,0.38,0.4,"Oak","Med"
251136.7,3767424.4,655,0.42,0.23,"Bare","Med"
251436.7,3767424.4,558,0.36,0.19,"Oak","Low"
251736.7,3767424.4,372,0.25,0.48,"Pine","Low"
252036.7,3767424.4,165,0.21,0.33,"Oak","Med"
252336.7,3767424.4,6,0.25,0.07,"Oak","Low"
252636.7,3767424.4,211,0.12,0.21,"Oak","Med"
252936.7,3767424.4,125,0.17,0.21,"Oak","Med"
253236.7,3767424.4,80,0.07,0.12,"Oak","Med"
254736.7,3767424.4,10,0.01,0.02,"Oak","Med"
255036.7,3767424.4,0,0,0.03,"Pine","High"
258636.7,3767424.4,31,0.1,0.07,"Pine","Low"
258936.7,3767424.4,584,0.12,0.19,"Oak","Med"
259236.7,3767424.4,882,0.03,0.25,"Oak","High"
259536.7,3767424.4,793,0.18,0.28,"Oak","Low"
259836.7,3767424.4,560,0.13,0.16,"Pine","Med"
260136.7,3767424.4,755,0.17,0.25,"Oak","Low"
260436.7,3767424.4,556,0.1,0.22,"Oak","Med"
260736.7,3767424.4,724,0.01,0.02,"Oak","Med"
261036.7,3767424.4,1099,0,0,"Oak","Low"
261336.7,3767424.4,1298,0,0.05,"Pine","Low"
261636.7,3767424.4,1459,0,0.14,"Pine","Low"
261936.7,3767424.4,1651,0.01,0.19,"Pine","Low"
262236.7,3767424.4,1318,0.02,0.23,"Oak","Med"
262536.7,3767424.4,1218,0,0.31,"Oak","Low"
262836.7,3767424.4,937,0.02,0.3,"Oak","Med"
263136.7,3767424.4,730,0.05,0.28,"Bare","High"
263436.7,3767424.4,494,0.07,0.29,"Oak","Med"
263736.7,3767424.4,396,0.1,0.23,"Oak","Med"
264036.7,3767424.4,411,0.06,0.15,"Oak","Low"
264336.7,3767424.4,404,0.02,0.09,"Oak","Low"
264636.7,3767424.4,300,0,0.03,"Bare","Low"
264936.7,3767424.4,141,0.02,0.04,"Pine","Low"
265236.7,3767424.4,13,0.03,0.02,"Bare","High"
234036.7,3767124.4,123,0,0,"Oak","High"
234336.7,3767124.4,180,0.02,0,"Oak","Low"
234636.7,3767124.4,115,0.04,0.15,"Oak","Med"
234936.7,3767124.4,151,0.02,0.29,"Pine","Low"
235236.7,3767124.4,163,0,0.36,"Oak","Low"
235536.7,3767124.4,213,0,0.38,"Oak","Med"
235836.7,3767124.4,266,0,0.26,"Pine","Low"
236136.7,3767124.4,327,0,0.39,"Oak","Med"
236436.7,3767124.4,522,0,0.49,"Oak","Low"
236736.7,3767124.4,598,0,0.44,"Oak","Med"
237036.7,3767124.4,571,0.03,0.46,"Oak","Med"
237336.7,3767124.4,444,0.08,0.31,"Oak","Med"
237636.7,3767124.4,439,0.12,0.34,"Oak","Med"
237936.7,3767124.4,693,0.04,0.35,"Oak","Low"
238236.7,3767124.4,745,0.09,0.45,"Pine","Low"
238536.7,3767124.4,843,0.26,0.49,"Bare","Low"
238836.7,3767124.4,998,0.41,0.35,"Bare","High"
239136.7,3767124.4,769,0.44,0.47,"Oak","Low"
239436.7,3767124.4,935,0.63,0.36,"Oak","Med"
239736.7,3767124.4,1127,0.75,0.21,"Oak","Med"
240036.7,3767124.4,1123,0.79,0.2,"Oak","High"
240336.7,3767124.4,778,0.65,0.33,"Pine","Low"
240636.7,3767124.4,1016,0.58,0.42,"Oak","Med"
240936.7,3767124.4,1134,0.73,0.24,"Bare","Med"
241236.7,3767124.4,1384,0.78,0.1,"Oak","Med"
241536.7,3767124.4,1413,0.61,0.15,"Oak","Med"
241836.7,3767124.4,1412,0.38,0.25,"Bare","Low"
242136.7,3767124.4,1354,0.11,0.44,"Oak","Med"
242436.7,3767124.4,1312,0.06,0.72,"Oak","Med"
242736.7,3767124.4,1135,0.13,0.59,"Pine","Low"
243036.7,3767124.4,901,0.09,0.47,"Oak","Med"
243336.7,3767124.4,958,0.06,0.48,"Oak","Med"
243636.7,3767124.4,922,0.01,0.48,"Oak","Low"
243936.7,3767124.4,966,0,0.24,"Oak","Med"
244236.7,3767124.4,1028,0,0.1,"Oak","Low"
244536.7,3767124.4,1093,0.01,0.19,"Oak","Med"
244836.7,3767124.4,931,0,0.33,"Oak","Med"
245136.7,3767124.4,971,0,0.38,"Pine","Med"
245436.7,3767124.4,1006,0,0.26,"Pine","Med"
245736.7,3767124.4,1118,0,0.2,"Oak","High"
246036.7,3767124.4,1222,0,0.23,"Oak","Med"
246336.7,3767124.4,1275,0,0.19,"Oak","Low"
246636.7,3767124.4,1112,0,0.23,"Pine","High"
246936.7,3767124.4,1303,0,0.37,"Oak","Med"
247236.7,3767124.4,1177,0,0.52,"Pine","Med"
247536.7,3767124.4,1210,0,0.46,"Oak","Med"
247836.7,3767124.4,1403,0,0.36,"Oak","Low"
248136.7,3767124.4,1229,0,0.55,"Oak","Med"
248436.7,3767124.4,1464,0,0.3,"Pine","Med"
248736.7,3767124.4,1788,0,0.07,"Bare","Med"
249036.7,3767124.4,1808,0,0.05,"Oak","Low"
249336.7,3767124.4,1483,0,0.12,"Oak","Med"
249636.7,3767124.4,1309,0,0.12,"Oak","Low"
249936.7,3767124.4,1159,0.01,0.12,"Oak","Low"
250236.7,3767124.4,1115,0.14,0.16,"Oak","Low"
250536.7,3767124.4,1025,0.11,0.4,"Oak","Med"
250836.7,3767124.4,777,0.08,0.54,"Bare","Med"
251136.7,3767124.4,525,0.1,0.34,"Pine","Low"
251436.7,3767124.4,713,0.07,0.2,"Bare","Med"
251736.7,3767124.4,554,0.09,0.46,"Oak","Low"
252036.7,3767124.4,74,0.36,0.27,"Oak","Med"
252336.7,3767124.4,204,0.34,0.18,"Oak","Low"
252636.7,3767124.4,460,0.16,0.44,"Pine","Low"
252936.7,3767124.4,329,0.21,0.4,"Oak","Med"
253236.7,3767124.4,356,0.11,0.18,"Oak","Low"
253536.7,3767124.4,73,0.07,0.06,"Pine","Low"
253836.7,3767124.4,103,0.06,0,"Oak","Med"
254136.7,3767124.4,266,0.08,0.04,"Oak","Med"
254436.7,3767124.4,427,0.05,0.07,"Oak","Low"
254736.7,3767124.4,435,0.05,0.09,"Oak","Low"
255036.7,3767124.4,232,0.05,0.05,"Pine","Med"
255936.7,3767124.4,56,0,0.03,"Bare","High"
257736.7,3767124.4,7,0,0,"Pine","Med"
258336.7,3767124.4,12,0.03,0.04,"Oak","Med"
258636.7,3767124.4,482,0.1,0.37,"Oak","Med"
258936.7,3767124.4,804,0.19,0.68,"Oak","Med"
259236.7,3767124.4,874,0.07,0.62,"Oak","Med"
259536.7,3767124.4,1139,0.36,0.28,"Oak","Med"
259836.7,3767124.4,802,0.49,0.1,"Oak","Med"
260136.7,3767124.4,715,0.22,0.31,"Oak","Low"
260436.7,3767124.4,941,0.04,0.39,"Pine","Med"
260736.7,3767124.4,998,0,0.16,"Oak","Med"
261036.7,3767124.4,1094,0.01,0.04,"Oak","High"
261336.7,3767124.4,1197,0,0,"Oak","Med"
261636.7,3767124.4,1446,0,0.01,"Oak","Med"
261936.7,3767124.4,1556,0,0.03,"Pine","Med"
262236.7,3767124.4,1759,0,0.17,"Bare","Low"
262536.7,3767124.4,1493,0.02,0.23,"Oak","Med"
262836.7,3767124.4,1362,0.06,0.23,"Oak","Low"
263136.7,3767124.4,1135,0.09,0.15,"Pine","Low"
263436.7,3767124.4,917,0.06,0.19,"Oak","Low"
263736.7,3767124.4,727,0,0.26,"Oak","Low"
264036.7,3767124.4,630,0,0.21,"Pine","High"
264336.7,3767124.4,439,0,0.12,"Oak","Med"
264636.7,3767124.4,323,0,0.08,"Oak","Low"
264936.7,3767124.4,235,0,0.06,"Oak","Low"
233436.7,3766824.4,86,0,0,"Oak","Med"
233736.7,3766824.4,228,0,0,"Pine","Low"
234036.7,3766824.4,228,0,0,"Bare","Low"
234336.7,3766824.4,275,0,0.01,"Pine","Med"
234636.7,3766824.4,351,0.06,0.25,"Pine","Low"
234936.7,3766824.4,277,0.01,0.52,"Oak","High"
235236.7,3766824.4,228,0.04,0.6,"Pine","Low"
235536.7,3766824.4,351,0.02,0.67,"Pine","Low"
235836.7,3766824.4,407,0,0.72,"Oak","Med"
236136.7,3766824.4,327,0,0.58,"Oak","Med"
236436.7,3766824.4,294,0,0.41,"Pine","Low"
236736.7,3766824.4,492,0,0.38,"Oak","Med"
237036.7,3766824.4,562,0,0.49,"Oak","Med"
237336.7,3766824.4,666,0.13,0.3,"Oak","Med"
237636.7,3766824.4,563,0.26,0.25,"Oak","Low"
237936.7,3766824.4,425,0.25,0.32,"Oak","Med"
238236.7,3766824.4,503,0.17,0.45,"Oak","Med"
238536.7,3766824.4,642,0.09,0.52,"Oak","Med"
238836.7,3766824.4,709,0.38,0.39,"Oak","Med"
239136.7,3766824.4,733,0.69,0.27,"Pine","Med"
239436.7,3766824.4,867,0.89,0.08,"Oak","Low"
239736.7,3766824.4,1283,0.83,0.05,"Oak","Low"
240036.7,3766824.4,1314,0.86,0.08,"Pine","Med"
240336.7,3766824.4,1116,0.76,0.22,"Bare","Med"
240636.7,3766824.4,1127,0.53,0.43,"Pine","Low"
240936.7,3766824.4,1417,0.39,0.38,"Oak","Med"
241236.7,3766824.4,1397,0.25,0.26,"Oak","Med"
241536.7,3766824.4,1257,0.14,0.38,"Oak","Low"
241836.7,3766824.4,1114,0.05,0.42,"Oak","Med"
242136.7,3766824.4,1118,0,0.47,"Pine","Med"
242436.7,3766824.4,1228,0,0.79,"Oak","Med"
242736.7,3766824.4,1274,0.09,0.84,"Oak","Med"
243036.7,3766824.4,1219,0.11,0.83,"Pine","Low"
243336.7,3766824.4,1016,0.1,0.82,"Oak","High"
243636.7,3766824.4,864,0.06,0.8,"Oak","Low"
243936.7,3766824.4,846,0.04,0.53,"Oak","High"
244236.7,3766824.4,881,0.02,0.25,"Pine","Low"
244536.7,3766824.4,885,0.02,0.03,"Pine","Low"
244836.7,3766824.4,890,0.01,0.22,"Oak","Med"
245136.7,3766824.4,769,0,0.49,"Pine","Med"
245436.7,3766824.4,803,0,0.42,"Bare","Med"
245736.7,3766824.4,1009,0,0.31,"Oak","Med"
246036.7,3766824.4,880,0,0.34,"Oak","Med"
246336.7,3766824.4,898,0,0.36,"Oak","High"
246636.7,3766824.4,984,0,0.31,"Pine","Low"
246936.7,3766824.4,1162,0,0.33,"Oak","Low"
247236.7,3766824.4,1145,0,0.54,"Oak","Low"
247536.7,3766824.4,1030,0,0.5,"Bare","Low"
247836.7,3766824.4,970,0,0.45,"Bare","Med"
248136.7,3766824.4,1216,0,0.43,"Oak","High"
248436.7,3766824.4,1249,0,0.3,"Oak","Med"
248736.7,3766824.4,1201,0,0.23,"Bare","Med"
249036.7,3766824.4,1368,0.01,0.17,"Oak","Med"
249336.7,3766824.4,1353,0,0.09,"Pine","Med"
249636.7,3766824.4,1168,0,0.14,"Oak","Low"
249936.7,3766824.4,1103,0.02,0.21,"Oak","Low"
250236.7,3766824.4,1024,0.11,0.28,"Oak","Med"
250536.7,3766824.4,647,0.13,0.42,"Oak","Med"
250836.7,3766824.4,257,0.14,0.35,"Oak","Low"
251136.7,3766824.4,201,0.22,0.21,"Oak","Low"
251436.7,3766824.4,285,0.24,0.15,"Bare","Med"
251736.7,3766824.4,108,0.37,0.18,"Bare","Low"
252036.7,3766824.4,28,0.44,0.16,"Pine","Low"
252336.7,3766824.4,455,0.13,0.16,"Oak","Low"
252636.7,3766824.4,514,0.01,0.33,"Pine","Med"
252936.7,3766824.4,588,0.04,0.46,"Oak","Med"
253236.7,3766824.4,567,0.01,0.35,"Oak","High"
253536.7,3766824.4,382,0.03,0.11,"Oak","Med"
253836.7,3766824.4,359,0.03,0.04,"Oak","Med"
254136.7,3766824.4,569,0.09,0.1,"Oak","Med"
254436.7,3766824.4,546,0.04,0.18,"Pine","High"
254736.7,3766824.4,616,0.02,0.22,"Oak","Med"
255036.7,3766824.4,455,0.12,0.19,"Bare","Low"
255336.7,3766824.4,256,0.09,0.13,"Pine","Low"
255636.7,3766824.4,298,0.01,0.15,"Oak","Med"
255936.7,3766824.4,321,0.01,0.13,"Oak","Med"
256236.7,3766824.4,98,0,0.22,"Oak","Low"
257136.7,3766824.4,3,0,0.03,"Pine","Med"
257436.7,3766824.4,113,0,0,"Oak","Med"
257736.7,3766824.4,158,0,0.12,"Oak","High"
258036.7,3766824.4,295,0,0.25,"Oak","High"
258336.7,3766824.4,345,0.02,0.13,"Oak","Low"
258636.7,3766824.4,596,0.17,0.3,"Oak","Med"
258936.7,3766824.4,815,0.26,0.59,"Oak","Med"
259236.7,3766824.4,878,0.2,0.77,"Oak","Low"
259536.7,3766824.4,1116,0.32,0.59,"Oak","Med"
259836.7,3766824.4,1125,0.49,0.37,"Oak","Med"
260136.7,3766824.4,926,0.28,0.48,"Oak","Low"
260436.7,3766824.4,917,0.02,0.46,"Oak","Med"
260736.7,3766824.4,1157,0.01,0.45,"Oak","Low"
261036.7,3766824.4,1103,0.01,0.32,"Bare","Med"
261336.7,3766824.4,911,0,0.02,"Bare","Med"
