"x","y","elevation","forest","water"
655500,189500,532,4,"Yes"
655500,190500,724,24,"No"
655500,191500,877,46,"Yes"
655500,192500,1072,8,"No"
655500,193500,1248,60,"No"
655500,194500,1392,55,"No"
655500,195500,1646,58,"No"
655500,196500,1502,98,"No"
655500,197500,1330,66,"Yes"
655500,198500,1549,86,"No"
655500,199500,1544,52,"No"
655500,200500,1604,36,"No"
655500,201500,1682,51,"No"
655500,202500,1356,35,"No"
655500,203500,1249,62,"No"
655500,204500,1151,38,"Yes"
655500,205500,923,60,"No"
655500,206500,791,58,"Yes"
655500,207500,813,5,"No"
655500,208500,670,6,"No"
655500,209500,517,10,"Yes"
655500,210500,576,11,"Yes"
655500,211500,745,24,"No"
655500,212500,688,32,"No"
655500,213500,711,8,"No"
655500,214500,775,6,"No"
655500,215500,804,14,"No"
655500,216500,765,25,"No"
655500,217500,653,19,"No"
655500,218500,587,31,"No"
655500,219500,505,0,"Yes"
655500,220500,504,0,"Yes"
655500,221500,504,0,"Yes"
655500,222500,530,3,"Yes"
655500,223500,654,3,"No"
655500,224500,714,17,"No"
655500,225500,752,19,"No"
655500,226500,750,10,"No"
655500,227500,704,0,"No"
655500,228500,686,0,"Yes"
655500,229500,700,35,"No"
655500,230500,660,2,"No"
655500,231500,670,23,"No"
655500,232500,683,57,"No"
655500,233500,570,9,"No"
655500,234500,521,0,"No"
655500,235500,514,0,"No"
655500,236500,633,43,"No"
655500,237500,642,62,"Yes"
655500,238500,693,84,"No"
655500,239500,661,35,"No"
655500,240500,607,4,"No"
655500,241500,559,17,"No"
655500,242500,477,5,"No"
655500,243500,446,0,"No"
655500,244500,449,8,"No"
655500,245500,453,41,"Yes"
655500,246500,446,67,"No"
655500,247500,422,16,"No"
655500,248500,409,0,"Yes"
655500,249500,402,0,"No"
655500,250500,390,0,"No"
655500,251500,377,1,"Yes"
655500,252500,388,20,"No"
655500,253500,444,37,"No"
655500,254500,469,76,"No"
655500,255500,405,33,"No"
655500,256500,412,29,"No"
655500,257500,346,73,"Yes"
655500,258500,347,14,"Yes"
655500,259500,465,37,"No"
655500,260500,491,78,"No"
655500,261500,478,51,"No"
655500,262500,444,48,"No"
655500,263500,491,72,"No"
655500,264500,638,100,"No"
655500,265500,540,62,"No"
655500,266500,543,9,"No"
655500,267500,545,13,"No"
655500,268500,517,46,"No"
655500,269500,503,79,"No"
655500,270500,450,51,"No"
655500,271500,339,6,"No"
655500,272500,319,3,"Yes"
656500,114500,2230,2,"No"
656500,127500,2758,0,"No"
656500,128500,2628,0,"Yes"
656500,129500,2442,0,"No"
656500,130500,2192,3,"Yes"
656500,131500,1848,63,"Yes"
656500,132500,1572,56,"Yes"
656500,133500,1558,68,"Yes"
656500,134500,1435,46,"Yes"
656500,135500,1788,74,"No"
656500,136500,2023,33,"No"
656500,137500,1893,39,"No"
656500,138500,1886,61,"Yes"
656500,139500,1716,63,"Yes"
656500,140500,1506,73,"No"
656500,141500,1263,45,"Yes"
656500,142500,1569,60,"No"
656500,143500,1943,30,"No"
656500,144500,2239,2,"No"
656500,145500,2392,0,"Yes"
656500,146500,2685,0,"No"
656500,147500,2691,0,"Yes"
656500,148500,2770,0,"Yes"
656500,149500,2882,0,"No"
656500,150500,3102,0,"No"
656500,151500,3097,0,"No"
656500,152500,3164,0,"No"
656500,153500,3310,0,"No"
656500,154500,3116,0,"No"
656500,155500,2682,0,"No"
656500,156500,2529,0,"No"
656500,157500,2546,0,"No"
656500,158500,2497,0,"No"
656500,159500,2601,0,"No"
656500,160500,3052,0,"No"
656500,161500,2890,0,"No"
656500,162500,2722,0,"No"
656500,163500,2741,0,"No"
656500,164500,2969,0,"No"
656500,165500,2579,0,"No"
656500,166500,2460,0,"No"
656500,167500,2334,0,"No"
656500,168500,2444,0,"No"
656500,169500,2424,0,"No"
656500,170500,2006,10,"No"
656500,171500,1553,47,"Yes"
656500,172500,1302,70,"No"
656500,173500,1117,71,"No"
656500,174500,722,46,"Yes"
656500,175500,593,3,"Yes"
656500,176500,744,71,"No"
656500,177500,989,44,"No"
656500,178500,1175,24,"Yes"
656500,179500,1509,53,"No"
656500,180500,1493,39,"No"
656500,181500,1244,90,"No"
656500,182500,1093,48,"No"
656500,183500,1020,68,"No"
656500,184500,868,67,"Yes"
656500,185500,703,46,"No"
656500,186500,491,14,"Yes"
656500,187500,489,2,"Yes"
656500,188500,485,0,"Yes"
656500,189500,490,20,"No"
656500,190500,560,65,"Yes"
656500,191500,760,23,"Yes"
656500,192500,941,26,"Yes"
656500,193500,1117,37,"No"
656500,194500,1304,76,"No"
656500,195500,1504,48,"No"
656500,196500,1460,66,"No"
656500,197500,1293,81,"Yes"
656500,198500,1453,43,"No"
656500,199500,1466,74,"Yes"
656500,200500,1460,51,"Yes"
656500,201500,1496,74,"Yes"
656500,202500,1668,37,"No"
656500,203500,1409,73,"No"
656500,204500,1222,74,"Yes"
656500,205500,975,47,"Yes"
656500,206500,823,47,"Yes"
656500,207500,811,3,"Yes"
656500,208500,779,45,"No"
656500,209500,553,11,"No"
656500,210500,495,6,"Yes"
656500,211500,681,12,"No"
656500,212500,664,17,"No"
656500,213500,699,3,"No"
656500,214500,760,0,"No"
656500,215500,727,36,"No"
656500,216500,677,27,"No"
656500,217500,609,13,"No"
656500,218500,541,15,"Yes"
656500,219500,504,0,"Yes"
656500,220500,504,0,"Yes"
656500,221500,506,2,"Yes"
656500,222500,595,1,"No"
656500,223500,682,15,"No"
656500,224500,736,57,"No"
656500,225500,758,96,"No"
656500,226500,765,25,"No"
656500,227500,723,3,"No"
656500,228500,679,1,"No"
656500,229500,661,2,"No"
656500,230500,635,33,"No"
656500,231500,604,18,"No"
656500,232500,555,0,"No"
656500,233500,541,0,"No"
656500,234500,526,0,"No"
656500,235500,573,5,"No"
656500,236500,737,53,"No"
656500,237500,714,75,"No"
656500,238500,690,50,"No"
656500,239500,622,51,"No"
656500,240500,497,3,"No"
656500,241500,470,1,"No"
656500,242500,451,38,"Yes"
656500,243500,449,33,"No"
656500,244500,468,7,"No"
656500,245500,522,64,"No"
656500,246500,503,96,"Yes"
656500,247500,436,37,"Yes"
656500,248500,450,8,"No"
656500,249500,425,27,"No"
656500,250500,410,61,"No"
656500,251500,391,3,"Yes"
656500,252500,442,57,"No"
656500,253500,542,95,"No"
656500,254500,451,83,"Yes"
656500,255500,409,0,"No"
656500,256500,439,37,"No"
656500,257500,438,53,"No"
656500,258500,338,56,"Yes"
656500,259500,392,23,"Yes"
656500,260500,396,17,"No"
656500,261500,396,36,"No"
656500,262500,401,14,"No"
656500,263500,452,46,"No"
656500,264500,611,92,"No"
656500,265500,590,63,"No"
656500,266500,527,2,"No"
656500,267500,491,46,"No"
656500,268500,466,60,"Yes"
656500,269500,455,61,"No"
656500,270500,447,86,"No"
656500,271500,360,21,"No"
656500,272500,341,17,"Yes"
656500,273500,311,0,"Yes"
656500,274500,306,0,"Yes"
657500,127500,3043,0,"No"
657500,128500,2986,0,"No"
657500,129500,2823,0,"No"
657500,130500,2320,0,"No"
657500,131500,1982,41,"Yes"
657500,132500,1809,73,"Yes"
657500,133500,1752,77,"No"
657500,134500,1579,75,"No"
657500,135500,1577,56,"No"
657500,136500,2068,24,"No"
657500,137500,2370,0,"No"
657500,138500,1949,20,"Yes"
657500,139500,2136,15,"No"
657500,140500,1836,45,"No"
657500,141500,1487,63,"Yes"
657500,142500,1297,37,"Yes"
657500,143500,1520,51,"No"
657500,144500,1850,49,"No"
657500,145500,2189,6,"No"
657500,146500,2409,0,"Yes"
657500,147500,2332,0,"Yes"
657500,148500,2459,0,"Yes"
657500,149500,2854,0,"No"
657500,150500,3143,0,"No"
657500,151500,3310,0,"No"
657500,152500,3234,0,"No"
657500,153500,3002,0,"No"
657500,154500,3178,0,"No"
657500,155500,3066,0,"No"
657500,156500,2592,0,"No"
657500,157500,2445,0,"No"
657500,158500,2449,0,"No"
657500,159500,2933,0,"No"
657500,160500,2910,0,"No"
657500,161500,2608,0,"No"
657500,162500,2583,0,"No"
657500,163500,2750,0,"No"
657500,164500,2973,0,"No"
657500,165500,2311,0,"No"
657500,166500,2044,4,"Yes"
657500,167500,1891,22,"Yes"
657500,168500,1973,0,"No"
657500,169500,2005,0,"No"
657500,170500,2207,0,"No"
657500,171500,1884,7,"No"
657500,172500,1418,60,"No"
657500,173500,930,64,"No"
657500,174500,635,15,"Yes"
657500,175500,621,27,"Yes"
657500,176500,1012,81,"No"
657500,177500,1158,28,"No"
657500,178500,1378,50,"No"
657500,179500,1706,58,"No"
657500,180500,1879,6,"No"
657500,181500,1710,50,"Yes"
657500,182500,1578,31,"No"
657500,183500,1645,38,"No"
657500,184500,1645,38,"No"
657500,185500,1240,73,"No"
657500,186500,752,78,"No"
657500,187500,595,28,"Yes"
657500,188500,477,3,"Yes"
657500,189500,470,15,"Yes"
657500,190500,483,45,"Yes"
657500,191500,703,26,"No"
657500,192500,819,16,"No"
657500,193500,1006,18,"No"
657500,194500,1144,46,"No"
657500,195500,1445,72,"No"
657500,196500,1527,85,"No"
657500,197500,1232,84,"Yes"
657500,198500,1390,67,"Yes"
657500,199500,1525,68,"No"
657500,200500,1362,76,"Yes"
657500,201500,1403,79,"Yes"
657500,202500,1741,31,"No"
657500,203500,1399,41,"Yes"
657500,204500,1379,58,"No"
657500,205500,1017,81,"No"
657500,206500,900,93,"Yes"
657500,207500,852,46,"Yes"
657500,208500,865,18,"No"
657500,209500,611,21,"No"
657500,210500,487,10,"No"
657500,211500,608,20,"No"
657500,212500,651,0,"No"
657500,213500,645,20,"No"
657500,214500,671,21,"No"
657500,215500,642,22,"No"
657500,216500,605,4,"No"
657500,217500,550,12,"No"
657500,218500,517,0,"No"
657500,219500,509,0,"Yes"
657500,220500,531,0,"Yes"
657500,221500,551,8,"No"
657500,222500,649,9,"No"
657500,223500,714,33,"No"
657500,224500,744,39,"No"
657500,225500,723,14,"No"
657500,226500,667,16,"No"
657500,227500,650,17,"Yes"
657500,228500,652,3,"No"
657500,229500,633,8,"No"
657500,230500,607,3,"Yes"
657500,231500,599,1,"No"
657500,232500,588,6,"No"
657500,233500,594,38,"No"
657500,234500,582,49,"No"
657500,235500,547,1,"No"
657500,236500,571,8,"No"
657500,237500,547,7,"Yes"
657500,238500,536,1,"Yes"
657500,239500,466,6,"Yes"
657500,240500,449,1,"Yes"
657500,241500,453,3,"Yes"
657500,242500,467,15,"No"
657500,243500,520,17,"No"
657500,244500,553,20,"No"
657500,245500,536,69,"No"
657500,246500,497,57,"No"
657500,247500,506,85,"No"
657500,248500,452,57,"No"
657500,249500,426,33,"No"
657500,250500,420,71,"Yes"
657500,251500,412,31,"No"
657500,252500,482,76,"No"
657500,253500,457,57,"No"
657500,254500,407,5,"No"
657500,255500,392,1,"No"
657500,256500,409,61,"No"
657500,257500,427,88,"No"
657500,258500,348,27,"No"
657500,259500,348,11,"Yes"
657500,260500,411,98,"No"
657500,261500,376,40,"Yes"
657500,262500,383,0,"Yes"
657500,263500,526,83,"No"
657500,264500,542,87,"No"
657500,265500,493,77,"No"
657500,266500,551,29,"No"
657500,267500,473,36,"No"
657500,268500,458,42,"No"
657500,269500,404,36,"No"
657500,270500,376,18,"No"
657500,271500,371,24,"No"
657500,272500,382,31,"No"
657500,273500,346,38,"No"
657500,274500,311,0,"Yes"
658500,128500,2862,0,"No"
658500,129500,2490,0,"No"
658500,130500,2189,2,"No"
658500,131500,2351,6,"No"
658500,132500,2164,9,"Yes"
658500,133500,2202,6,"No"
658500,134500,1922,75,"No"
658500,135500,1575,55,"Yes"
658500,136500,1982,12,"No"
658500,137500,2368,0,"No"
658500,138500,2047,3,"No"
658500,139500,2310,0,"No"
658500,140500,2206,4,"No"
658500,141500,1844,55,"Yes"
658500,142500,1489,68,"Yes"
658500,143500,1303,18,"Yes"
658500,144500,1498,38,"No"
658500,145500,1797,66,"No"
658500,146500,1887,23,"Yes"
658500,147500,2157,1,"No"
658500,148500,2661,0,"No"
658500,149500,2677,0,"Yes"
658500,150500,2908,0,"No"
658500,151500,3035,0,"No"
658500,152500,3044,0,"No"
658500,153500,2798,0,"No"
658500,154500,2954,0,"No"
658500,155500,3071,0,"No"
658500,156500,2766,0,"No"
658500,157500,2387,0,"No"
658500,158500,2389,0,"Yes"
658500,159500,2984,0,"No"
658500,160500,2866,0,"No"
658500,161500,2486,0,"No"
658500,162500,2401,0,"No"
658500,163500,2575,0,"No"
658500,164500,2677,0,"No"
658500,165500,2027,21,"Yes"
658500,166500,1543,42,"Yes"
658500,167500,1336,55,"Yes"
658500,168500,1100,51,"Yes"
658500,169500,961,15,"Yes"
658500,170500,1108,8,"No"
658500,171500,1691,6,"No"
658500,172500,1258,65,"Yes"
658500,173500,792,42,"No"
658500,174500,685,48,"Yes"
658500,175500,874,65,"Yes"
658500,176500,1087,27,"Yes"
658500,177500,1291,8,"No"
658500,178500,1566,44,"No"
658500,179500,1770,11,"No"
658500,180500,1719,4,"No"
658500,181500,1531,42,"No"
658500,182500,1483,44,"Yes"
658500,183500,1492,31,"No"
658500,184500,1477,48,"Yes"
658500,185500,1388,77,"No"
658500,186500,987,74,"Yes"
658500,187500,840,71,"Yes"
658500,188500,527,52,"Yes"
658500,189500,469,1,"Yes"
658500,190500,469,0,"Yes"
658500,191500,530,15,"Yes"
658500,192500,808,51,"No"
658500,193500,897,7,"No"
658500,194500,1061,24,"No"
658500,195500,1326,81,"No"
658500,196500,1504,88,"No"
658500,197500,1274,85,"Yes"
658500,198500,1255,53,"No"
658500,199500,1430,70,"No"
658500,200500,1238,78,"Yes"
658500,201500,1348,54,"No"
658500,202500,1585,44,"Yes"
658500,203500,1271,50,"No"
658500,204500,1439,42,"No"
658500,205500,1147,90,"No"
658500,206500,971,35,"Yes"
658500,207500,996,62,"No"
658500,208500,914,31,"No"
658500,209500,655,68,"No"
658500,210500,482,5,"Yes"
658500,211500,532,11,"No"
658500,212500,595,13,"No"
658500,213500,582,12,"No"
658500,214500,569,8,"No"
658500,215500,571,11,"No"
658500,216500,551,5,"No"
658500,217500,534,0,"No"
658500,218500,528,0,"No"
658500,219500,548,28,"No"
658500,220500,556,13,"No"
658500,221500,582,32,"Yes"
658500,222500,661,0,"No"
658500,223500,720,35,"No"
658500,224500,717,20,"No"
658500,225500,682,0,"Yes"
658500,226500,666,10,"Yes"
658500,227500,698,16,"No"
658500,228500,707,6,"No"
658500,229500,705,3,"No"
658500,230500,674,19,"No"
658500,231500,656,5,"No"
658500,232500,645,25,"No"
658500,233500,595,84,"No"
658500,234500,527,14,"Yes"
658500,235500,455,0,"Yes"
658500,236500,449,0,"Yes"
658500,237500,449,0,"Yes"
658500,238500,449,0,"Yes"
658500,239500,449,0,"Yes"
658500,240500,449,1,"Yes"
658500,241500,497,1,"Yes"
658500,242500,553,2,"No"
658500,243500,650,78,"No"
658500,244500,649,91,"No"
658500,245500,629,94,"No"
658500,246500,514,68,"No"
658500,247500,458,23,"No"
658500,248500,422,40,"Yes"
658500,249500,406,0,"Yes"
658500,250500,407,6,"No"
658500,251500,429,72,"No"
658500,252500,450,44,"No"
658500,253500,405,13,"No"
658500,254500,395,0,"No"
658500,255500,389,0,"Yes"
658500,256500,393,16,"Yes"
658500,257500,390,8,"Yes"
658500,258500,368,0,"No"
658500,259500,350,3,"Yes"
658500,260500,412,60,"Yes"
658500,261500,451,78,"No"
658500,262500,366,3,"No"
658500,263500,368,19,"No"
658500,264500,374,21,"No"
658500,265500,427,58,"No"
658500,266500,477,31,"No"
658500,267500,417,54,"No"
658500,268500,428,25,"No"
658500,269500,379,23,"No"
658500,270500,342,16,"No"
658500,271500,324,51,"Yes"
658500,272500,350,45,"Yes"
658500,273500,329,40,"Yes"
658500,274500,312,1,"Yes"
659500,128500,2570,0,"No"
659500,129500,2709,0,"No"
659500,130500,2733,0,"No"
659500,131500,2666,0,"No"
659500,132500,2341,0,"No"
659500,133500,2362,0,"No"
659500,134500,1950,52,"Yes"
659500,135500,1596,55,"Yes"
659500,136500,1862,15,"Yes"
659500,137500,2447,0,"No"
659500,138500,2217,0,"No"
659500,139500,2262,0,"Yes"
659500,140500,2395,0,"No"
659500,141500,2113,9,"No"
659500,142500,1850,80,"No"
659500,143500,1445,64,"No"
659500,144500,1309,13,"Yes"
659500,145500,1484,26,"Yes"
659500,146500,1792,57,"No"
659500,147500,2167,2,"No"
659500,148500,2207,0,"No"
659500,149500,2409,0,"Yes"
659500,150500,2839,0,"No"
659500,151500,2833,0,"No"
659500,152500,2846,0,"Yes"
659500,153500,2690,0,"No"
659500,154500,2720,0,"No"
659500,155500,2944,0,"No"
659500,156500,2467,0,"No"
659500,157500,2322,0,"No"
659500,158500,2550,0,"No"
659500,159500,3049,0,"No"
659500,160500,2912,0,"No"
659500,161500,2493,0,"No"
659500,162500,2313,0,"Yes"
659500,163500,2255,0,"Yes"
659500,164500,2356,0,"No"
659500,165500,1911,19,"No"
659500,166500,1597,7,"Yes"
659500,167500,1754,37,"Yes"
659500,168500,1530,58,"Yes"
659500,169500,1193,62,"No"
659500,170500,901,56,"No"
659500,171500,983,30,"Yes"
659500,172500,1001,55,"No"
659500,173500,682,40,"Yes"
659500,174500,750,67,"Yes"
659500,175500,1091,38,"No"
659500,176500,1285,51,"Yes"
659500,177500,1429,39,"Yes"
659500,178500,1722,43,"No"
659500,179500,1919,0,"Yes"
659500,180500,1616,3,"Yes"
659500,181500,1629,37,"No"
659500,182500,1590,50,"Yes"
659500,183500,1302,68,"Yes"
659500,184500,1124,67,"Yes"
659500,185500,1080,72,"Yes"
659500,186500,1262,62,"Yes"
659500,187500,1229,43,"No"
659500,188500,807,56,"No"
659500,189500,538,27,"Yes"
659500,190500,450,0,"Yes"
659500,191500,469,0,"Yes"
659500,192500,579,39,"Yes"
659500,193500,766,34,"No"
659500,194500,878,51,"No"
659500,195500,1020,63,"No"
659500,196500,1255,93,"No"
659500,197500,1276,92,"No"
659500,198500,962,79,"No"
659500,199500,1101,52,"Yes"
659500,200500,1169,68,"Yes"
659500,201500,1485,67,"No"
659500,202500,1690,25,"Yes"
659500,203500,1175,63,"Yes"
659500,204500,1122,44,"Yes"
659500,205500,1066,42,"No"
659500,206500,1050,27,"Yes"
659500,207500,1079,74,"No"
659500,208500,936,52,"No"
659500,209500,789,63,"No"
659500,210500,475,0,"Yes"
659500,211500,496,42,"No"
659500,212500,544,4,"No"
659500,213500,552,0,"No"
659500,214500,557,1,"No"
659500,215500,559,12,"No"
659500,216500,552,2,"No"
659500,217500,550,21,"No"
659500,218500,553,25,"No"
659500,219500,562,32,"No"
659500,220500,572,1,"No"
659500,221500,610,19,"No"
659500,222500,650,6,"No"
659500,223500,722,6,"No"
659500,224500,730,2,"No"
659500,225500,756,58,"Yes"
659500,226500,786,68,"No"
659500,227500,799,68,"No"
659500,228500,769,32,"No"
659500,229500,700,58,"No"
659500,230500,628,75,"No"
659500,231500,568,57,"No"
659500,232500,486,16,"Yes"
659500,233500,450,23,"Yes"
659500,234500,449,3,"Yes"
659500,235500,449,0,"Yes"
659500,236500,449,4,"Yes"
659500,237500,454,0,"Yes"
659500,238500,450,5,"Yes"
659500,239500,497,9,"Yes"
659500,240500,525,18,"No"
659500,241500,571,19,"No"
659500,242500,619,48,"No"
659500,243500,674,100,"No"
659500,244500,607,92,"No"
659500,245500,498,27,"Yes"
659500,246500,452,5,"No"
659500,247500,425,12,"No"
659500,248500,414,0,"Yes"
659500,249500,420,11,"No"
659500,250500,468,69,"No"
659500,251500,422,19,"No"
659500,252500,412,13,"No"
659500,253500,406,65,"No"
659500,254500,350,13,"No"
659500,255500,391,0,"No"
659500,256500,423,55,"Yes"
659500,257500,391,41,"Yes"
659500,258500,359,31,"Yes"
659500,259500,336,15,"Yes"
659500,260500,334,9,"Yes"
659500,261500,392,59,"Yes"
659500,262500,365,12,"Yes"
659500,263500,348,9,"Yes"
659500,264500,337,52,"Yes"
659500,265500,340,41,"Yes"
659500,266500,341,46,"Yes"
659500,267500,330,21,"Yes"
659500,268500,349,54,"No"
659500,269500,332,43,"No"
659500,270500,350,0,"Yes"
659500,271500,318,2,"Yes"
659500,272500,327,25,"Yes"
659500,273500,317,5,"Yes"
660500,130500,2925,0,"No"
660500,131500,2993,0,"No"
660500,132500,2454,0,"No"
660500,133500,2161,0,"No"
660500,134500,1982,44,"Yes"
660500,135500,1733,57,"Yes"
660500,136500,1990,18,"No"
660500,137500,2288,0,"Yes"
660500,138500,2566,0,"No"
660500,139500,2225,0,"No"
660500,140500,2492,0,"Yes"
660500,141500,2369,0,"Yes"
660500,142500,2139,14,"No"
660500,143500,1805,74,"No"
660500,144500,1437,52,"Yes"
660500,145500,1331,5,"Yes"
660500,146500,1514,47,"No"
660500,147500,1821,61,"Yes"
660500,148500,2173,8,"No"
660500,149500,2508,0,"No"
660500,150500,2629,0,"No"
660500,151500,2520,0,"Yes"
660500,152500,2610,0,"Yes"
660500,153500,2755,0,"No"
660500,154500,2531,0,"No"
660500,155500,2888,0,"No"
660500,156500,2480,0,"No"
660500,157500,2264,0,"No"
660500,158500,2589,0,"Yes"
660500,159500,2944,0,"No"
660500,160500,2787,0,"No"
660500,161500,2629,0,"No"
660500,162500,2375,0,"No"
660500,163500,2082,0,"Yes"
660500,164500,2005,0,"Yes"
660500,165500,1943,3,"Yes"
660500,166500,2189,0,"No"
660500,167500,2475,0,"No"
660500,168500,2202,0,"No"
660500,169500,1830,40,"No"
660500,170500,1350,71,"No"
660500,171500,859,56,"No"
660500,172500,638,29,"Yes"
660500,173500,674,37,"Yes"
660500,174500,1149,55,"No"
660500,175500,1379,69,"No"
660500,176500,1598,53,"Yes"
660500,177500,1665,55,"No"
660500,178500,1911,6,"No"
660500,179500,1934,0,"Yes"
660500,180500,2035,1,"No"
660500,181500,2059,0,"No"
660500,182500,1828,8,"Yes"
660500,183500,1632,44,"No"
660500,184500,1426,56,"No"
660500,185500,1562,46,"Yes"
660500,186500,1731,10,"Yes"
660500,187500,1337,47,"Yes"
660500,188500,974,71,"Yes"
660500,189500,671,49,"Yes"
660500,190500,500,2,"Yes"
660500,191500,469,0,"Yes"
660500,192500,469,0,"Yes"
660500,193500,527,7,"Yes"
660500,194500,670,18,"No"
660500,195500,758,22,"No"
660500,196500,829,65,"No"
660500,197500,944,58,"No"
660500,198500,785,47,"Yes"
660500,199500,839,75,"Yes"
660500,200500,1198,69,"No"
660500,201500,1545,33,"Yes"
660500,202500,1867,2,"No"
660500,203500,1390,45,"No"
660500,204500,1212,68,"No"
660500,205500,1101,88,"Yes"
660500,206500,1003,80,"Yes"
660500,207500,859,88,"Yes"
660500,208500,768,74,"Yes"
660500,209500,674,40,"No"
660500,210500,470,32,"Yes"
660500,211500,482,10,"Yes"
660500,212500,535,5,"No"
660500,213500,543,8,"No"
660500,214500,540,13,"Yes"
660500,215500,542,7,"No"
660500,216500,542,37,"No"
660500,217500,541,34,"Yes"
660500,218500,561,21,"No"
660500,219500,577,53,"No"
660500,220500,589,7,"No"
660500,221500,626,19,"No"
660500,222500,678,2,"No"
660500,223500,712,22,"No"
660500,224500,754,15,"No"
660500,225500,771,22,"No"
660500,226500,748,12,"No"
660500,227500,688,18,"No"
660500,228500,587,20,"No"
660500,229500,508,56,"No"
660500,230500,479,12,"No"
660500,231500,463,0,"Yes"
660500,232500,456,0,"Yes"
660500,233500,457,0,"No"
660500,234500,467,0,"Yes"
660500,235500,492,5,"Yes"
660500,236500,527,53,"No"
660500,237500,549,41,"No"
660500,238500,540,2,"No"
660500,239500,536,42,"No"
660500,240500,524,0,"No"
660500,241500,557,19,"No"
660500,242500,590,52,"No"
660500,243500,526,76,"No"
660500,244500,473,47,"No"
660500,245500,427,0,"Yes"
660500,246500,427,4,"No"
660500,247500,420,13,"No"
660500,248500,425,1,"No"
660500,249500,486,20,"No"
660500,250500,540,74,"No"
660500,251500,418,19,"No"
660500,252500,416,13,"No"
660500,253500,405,42,"No"
660500,254500,400,2,"No"
660500,255500,397,13,"No"
660500,256500,370,9,"Yes"
660500,257500,373,10,"No"
660500,258500,416,23,"No"
660500,259500,358,22,"Yes"
660500,260500,333,21,"Yes"
660500,261500,332,6,"Yes"
660500,262500,360,47,"Yes"
660500,263500,352,38,"No"
660500,264500,355,47,"No"
660500,265500,355,67,"No"
660500,266500,355,81,"No"
660500,267500,341,60,"Yes"
660500,268500,324,13,"Yes"
660500,269500,320,3,"Yes"
660500,270500,318,2,"Yes"
660500,271500,351,25,"No"
660500,272500,355,8,"No"
660500,273500,340,7,"Yes"
661500,132500,2579,0,"Yes"
661500,133500,2329,0,"Yes"
661500,134500,2424,0,"No"
661500,135500,2052,21,"Yes"
661500,136500,1941,21,"Yes"
661500,137500,2363,0,"No"
661500,138500,2559,0,"Yes"
661500,139500,2563,0,"No"
661500,140500,2459,0,"No"
661500,141500,2573,0,"Yes"
661500,142500,2340,0,"No"
661500,143500,2051,29,"No"
661500,144500,1729,81,"Yes"
661500,145500,1412,58,"Yes"
661500,146500,1343,8,"Yes"
661500,147500,1529,23,"No"
661500,148500,1934,43,"No"
661500,149500,2243,1,"No"
661500,150500,2081,4,"Yes"
661500,151500,2060,0,"Yes"
661500,152500,2644,0,"Yes"
661500,153500,2884,0,"No"
661500,154500,2457,0,"Yes"
661500,155500,2728,0,"No"
661500,156500,2602,0,"No"
661500,157500,2168,0,"No"
661500,158500,2468,0,"Yes"
661500,159500,2995,0,"No"
661500,160500,2947,0,"No"
661500,161500,2840,0,"No"
661500,162500,2797,0,"No"
661500,163500,2528,0,"Yes"
661500,164500,2146,6,"Yes"
661500,165500,2204,0,"Yes"
661500,166500,2679,0,"No"
661500,167500,2275,1,"Yes"
661500,168500,1762,37,"Yes"
661500,169500,1432,69,"No"
661500,170500,897,70,"Yes"
661500,171500,791,81,"Yes"
661500,172500,811,75,"Yes"
661500,173500,796,42,"Yes"
661500,174500,1195,87,"No"
661500,175500,1669,29,"No"
661500,176500,1947,1,"Yes"
661500,177500,1863,6,"No"
661500,178500,1826,0,"Yes"
661500,179500,2168,0,"No"
661500,180500,2176,0,"Yes"
661500,181500,2059,0,"Yes"
661500,182500,1877,0,"Yes"
661500,183500,1798,1,"Yes"
661500,184500,1900,1,"No"
661500,185500,1907,13,"No"
661500,186500,1871,3,"No"
661500,187500,1523,54,"Yes"
661500,188500,1229,63,"No"
661500,189500,878,61,"No"
661500,190500,636,15,"Yes"
661500,191500,513,4,"Yes"
661500,192500,481,9,"Yes"
661500,193500,473,0,"Yes"
661500,194500,475,7,"Yes"
661500,195500,513,20,"No"
661500,196500,647,23,"No"
661500,197500,702,16,"No"
661500,198500,648,22,"No"
661500,199500,656,61,"Yes"
661500,200500,1101,92,"No"
661500,201500,1583,50,"No"
661500,202500,1855,7,"No"
661500,203500,1859,5,"Yes"
661500,204500,1394,51,"No"
661500,205500,1170,93,"Yes"
661500,206500,1011,65,"Yes"
661500,207500,900,72,"No"
661500,208500,674,47,"No"
661500,209500,570,36,"Yes"
661500,210500,583,59,"No"
661500,211500,463,40,"Yes"
661500,212500,510,17,"Yes"
661500,213500,542,5,"No"
661500,214500,524,18,"No"
661500,215500,524,1,"No"
661500,216500,531,6,"Yes"
661500,217500,548,12,"No"
661500,218500,570,7,"No"
661500,219500,581,16,"No"
661500,220500,590,4,"No"
661500,221500,625,16,"No"
661500,222500,659,1,"No"
661500,223500,703,8,"No"
661500,224500,704,2,"No"
661500,225500,675,5,"No"
661500,226500,609,22,"No"
661500,227500,510,26,"Yes"
661500,228500,463,2,"Yes"
661500,229500,463,0,"Yes"
661500,230500,469,0,"No"
661500,231500,474,0,"Yes"
661500,232500,480,13,"No"
661500,233500,528,38,"No"
661500,234500,566,47,"No"
661500,235500,638,3,"No"
661500,236500,625,3,"No"
661500,237500,611,8,"No"
